Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,Institution_Web_Address,
140438,Nazareth Hospital School,2601 Holme Avenue,Philadelphia,PA,"19152",www.nazarethhospital.org/school/anesthesiology,
206154,NCH Healthcare System,350 7th St N,Naples,FL,"34102-5754",,
208947,"Nellis  AFB, 99th Medical Group Advanced Education in General Dentistry 12 Months",4700 North Las Vegas Blvd,Nellis AFB,NV,"89191-6601",,
206163,New England Baptist Hospital,125 Parker Hill Ave,Boston,MA,"02120-2847",,
206172,New Hanover Regional Medical Center,"PO Box 9000, 2131 S 17th St",Wilmington,NC,"28402-9000",,
192864,New Jersey Department of Health & Senior Services,50 East State Street,Trenton,NJ,"08625-0364",,
213376,New Mexico State University - Carlsbad,1500 University Dr,Carlsbad,NM,"88220",,
213376,New Mexico State University - Carlsbad,1500 University Dr,Carlsbad,NM,"88220",,
234289,New Mexico VA Health Care System,1501 San Pedro SE,Albuquerque,NM,"87108",www.albuquerque.va.gov,
234289,New Mexico VA Health Care System,1501 San Pedro SE,Albuquerque,NM,"87108",www.albuquerque.va.gov,
234289,New Mexico VA Health Care System,1501 San Pedro SE,Albuquerque,NM,"87108",www.albuquerque.va.gov,
234289,New Mexico VA Health Care System,1501 San Pedro SE,Albuquerque,NM,"87108",www.albuquerque.va.gov,
206251,New York - Presbyterian Hospital Columbia University Medical Center,650 West 168th Street,New York,NY,"10032-3720",www.nyp.org,
206251,New York - Presbyterian Hospital Columbia University Medical Center,650 West 168th Street,New York,NY,"10032-3720",www.nyp.org,
206251,New York - Presbyterian Hospital Columbia University Medical Center,650 West 168th Street,New York,NY,"10032-3720",www.nyp.org,
206251,New York - Presbyterian Hospital Columbia University Medical Center,650 West 168th Street,New York,NY,"10032-3720",www.nyp.org,
206251,New York - Presbyterian Hospital Columbia University Medical Center,650 West 168th Street,New York,NY,"10032-3720",www.nyp.org,
225584,New York - Presbyterian Hospital Weill Cornell Medical Center,525 East 68th Street,New York,NY,"10021",www.nyp.org,
225584,New York - Presbyterian Hospital Weill Cornell Medical Center,525 East 68th Street,New York,NY,"10021",www.nyp.org,
225584,New York - Presbyterian Hospital Weill Cornell Medical Center,525 East 68th Street,New York,NY,"10021",www.nyp.org,
225584,New York - Presbyterian Hospital Weill Cornell Medical Center,525 East 68th Street,New York,NY,"10021",www.nyp.org,
197425,New York City Children's Center - Queens Campus,74-03 Commonwealth Boulevard,Bellerose,NY,"11426",,
131496,New York Institute of Technology-Manhattan Campus,1855 Broadway,New York,NY,"10023-7692",www.nyit.edu,
209913,New York Medical Center of Queens,57-20 141st Street,Flushing,NY,"11355",,
209913,New York Medical Center of Queens,57-20 141st Street,Flushing,NY,"11355",,
225548,New York Medical Center of Queens Dental Service General Practice Residency 12 Months,57-20 141st Street,Flushing,NY,"11355",,
225557,New York Medical College Dental General Practice Residency 12 Months,Macy Pavilion,Valhalla,NY,"10595",,
208956,New York Medical College-Southern Consortium,1901 1st Avenue,New York,NY,"10029",,
214227,New York Methodist Hospital,506 6th Street,Brooklyn,NY,"11215",,
225566,New York Methodist Hospital Dental General Practice Residency 12 Months,506 Sixth Street,Brooklyn,NY,"11215",,
208965,New York State Department of Health,Empire State Plaza - Tower Bl,Albany,NY,"12237-0619",,
208974,Newark Beth Israel Medical Center,201 Lyons Avenue,Newark,NJ,"07112",www.barnabashealth.org/Newark-Beth-Israel-Medical-Center.aspx,
147420,Norfolk Technical Vocational Center,1330 North Military Highway,Norfolk,VA,"23502",,
197391,North Bronx Healthcare Network,1400 Pelham Parkway South,Bronx,NY,"10461",,
197391,North Bronx Healthcare Network,1400 Pelham Parkway South,Bronx,NY,"10461",,
197391,North Bronx Healthcare Network,1400 Pelham Parkway South,Bronx,NY,"10461",,
197391,North Bronx Healthcare Network,1400 Pelham Parkway South,Bronx,NY,"10461",,
206190,North Carolina Baptist Hospitals,Medical Center Boulevard,Winston Salem,NC,"27157-1099",,
208983,North Carolina Division of Dental Health,"2728 Capital Blvd., P. O. Box 29598",Raleigh,NC,"27626-0598",,
224192,North Florida/South Georgia Veterans Health System,1601 SW Archer Road,Gainesville,FL,"32608-1197",www.northflorida.va.gov/,
224192,North Florida/South Georgia Veterans Health System,1601 SW Archer Road,Gainesville,FL,"32608-1197",www.northflorida.va.gov/,
224192,North Florida/South Georgia Veterans Health System,1601 SW Archer Road,Gainesville,FL,"32608-1197",www.northflorida.va.gov/,
224192,North Florida/South Georgia Veterans Health System,1601 SW Archer Road,Gainesville,FL,"32608-1197",www.northflorida.va.gov/,
224192,North Florida/South Georgia Veterans Health System,1601 SW Archer Road,Gainesville,FL,"32608-1197",www.northflorida.va.gov/,
181969,North Oaks Health System,P.O. Box 2668,Hammond,LA,"70404-2668",,
181969,North Oaks Health System,P.O. Box 2668,Hammond,LA,"70404-2668",,
227207,North Shore University Health System-Evanston Hospital Dental Department General Practice Residency 12 Months,2650 Ridge Avenue,Evanston,IL,"60201",,
197407,North Shore University Hospital Sandra Atlas Bass Campus,300 Community Drive,Manhasset,NY,"11030",,
220905,North Shore-Long Island Jewish Health System,300 Community Drive,Manhasset,NY,"10030",,
195313,Northeast Florida State Hospital,7487 South SR 121,Macclenny,FL,"32063",,
192882,Northeast Valley Health Corporation,1172 North Maclay Avenue,San Fernando,CA,"91340-1328",,
157906,Northeastern Hospital,2301 E Allegheny Ave,Philadelphia,PA,"19134",www.nehson.templehealth.org,
197601,Northeastern Oklahoma Psychology Internship Program,24800 S. 4420 Rd P.O. Box 69,Vinita,OK,"74301",,
220899,Northern Illinois University Dietetic Intership,"School of Family, Comsumer and Nutrition Services",DeKalb,IL,"60115-2854",,
222424,Northern Illinois University Psychology Internship,"Counseling and Student Development Center, 200 Campus Life Building",DeKalb,IL,"60115",,
193876,Northern Navajo Medical Center Shiprock,P.O. Box 160,Shiprock,NM,"87420",,
132806,Northport VA Medical Center,79 Middleville Road,Northport,NY,"11768",www.northport.va.gov,
132806,Northport VA Medical Center,79 Middleville Road,Northport,NY,"11768",www.northport.va.gov,
132806,Northport VA Medical Center,79 Middleville Road,Northport,NY,"11768",www.northport.va.gov,
113856,Northwestern Memorial Hospital,251 East Huron Street,Chicago,IL,"60611",,
113856,Northwestern Memorial Hospital,251 East Huron Street,Chicago,IL,"60611",,
113856,Northwestern Memorial Hospital,251 East Huron Street,Chicago,IL,"60611",,
225618,Northwestern Memorial Hospital Dental General Practice Residency 12 Months,"Galter Pavilion, 251 E. Huron Street",Chicago,IL,"60611",,
206215,Norton Healthcare,"233 E Gray St, Medical Towers North Suite 806",Louisville,KY,"40202",,
206224,Norwalk Hospital,34 Maple St,Norwalk,CT,"06856",,
208992,Nova Southeastern at Dade County Research Clinic Advanced Education in General Dentistry 12 Months,750 Northwest 20th Street,Miami,FL,"33127",,
235440,Nova Southeastern University - Tampa,"College of Health Care Sciences, 3632 Queen Palm D",Tampa,FL,"33619-1311",,
222451,Nova Southeastern University Center for  Psychological Studies Internship,3301 College Avenue,Fort Lauderdale,FL,"33314",,
225627,Nova Southeastern University College of Dental Medicine Advanced Education in General Dentistry 12 Months,3200 S. University Drive,Fort Lauderdale,FL,"33328",,
225636,Nova Southeastern University College of Dental Medicine Predoctoral Internship,3200 S. University Drive,Fort Lauderdale,FL,"33328",,
194134,"Nova Southeastern University, College of Optometry Residency in Pediatric Optometry and Binocular Vision",3200 S. University Drive,Ft. Lauderdale,FL,"33328",,
194143,"Nova Southeastern University, College of Optometry Residency in Primary Eye Care",3200 S. University Dr.,Ft. Lauderdale,FL,"33328",,
219569,Ochsner Medical Center,1514 Jefferson Highway,New Orleans,LA,"70121",,
193885,Ohio Eye Alliance Residency in Ocular Disease,985 Sawburg Avenue,Alliance,OH,"44601",,
222442,Ohio Psychology Internship,37 N. Broadway Street,Akron,OH,"44308-1732",,
225645,Ohio State University College of Dentistry General Practice Residency 12 Months,305 West 12th Avenue,Columbus,OH,"43218-2357",,
225654,Ohio State University College of Dentistry Predoctoral Internship,305 West 12th Avenue,Columbus,OH,"43218-2357",,
206233,Ohio State University Medical Center,410 W 10th Ave,Columbus,OH,"43210-1240",,
140483,Ohio Valley General Hospital/LaRoche College,25 Heckel Road,McKees Rock,PA,"15136",,
140483,Ohio Valley General Hospital/LaRoche College,25 Heckel Road,McKees Rock,PA,"15136",,
206260,Oklahoma Health Center CPE Institute,"VAMC (125), 921 NE 13th St",Oklahoma City,OK,"73104",,
225672,Oklahoma University Medical Center - Dental Service General Practice Residency 12 Months,"940 NE 13th Street, Suite 2G2102",Oklahoma City,OK,"73104",,
193894,Omni Eye Services of Atlanta Residency in Ocular Disease,"5505 Peachtree-Dunwoody, Suite 300",Atlanta,GA,"30342",,
193900,"Omni Eye Services, NJ Residency in Ocular Disease","485 Route 1 South,  Ste. A",Iselin,NJ,"08830-3009",,
193919,Omni Eye Specialists of Baltimore Residency in Ocular Disease/Co-Management,"7008 Security Blvd., Suite 100",Baltimore,MD,"21044",,
209001,Oral and Facial Surgical Center,300 Hospital Drive,Columbus,OH,"39701",,
220950,Oregon Health & Science University Dietetic Internship,3181 Southwest Sam Jackson Park Road,Portland,OR,"97239",,
222488,Oregon Health & Science University Psychology Internship,"Child Development and Rehabilitation Center, P.O. Box 574",Portland,OR,"97207",,
225663,Oregon Health and Science University School of Dentistry Predoctoral Internship,611 SW Campus Drive,Portland,OR,"97239",,
206279,Oregon State Hospital,2600 Center St NE,Salem,OR,"97310-0001",,
210809,Orlando VA Medical Center,5201 Raymond Street,Orlando,FL,"32803",www.orlando.va.gov,
214166,OSF Saint Francis Medical Center,530 N.E. Glen Oak Avenue,Peoria,IL,"61637",www.osfsaintfrancis.org,
214166,OSF Saint Francis Medical Center,530 N.E. Glen Oak Avenue,Peoria,IL,"61637",www.osfsaintfrancis.org,
206288,Overlook Hospital Atlantic Health System,99 Beauvoir Ave,Summit,NJ,"07902-0220",,
225681,Overlook Hospital Dental General Practice Residency 12 Months,"99 Beauvoir, PO Box 220",Summit,NJ,"07902-0220",,
222460,Pace University Psychology Internship,156 William Street,New York,NY,"10038",,
194790,Pacific Clinics,2550 East Foothill Blvd,Pasadena,CA,"91107",,
206297,Pacific Health Ministry,1245 Young St Ste 204,Honolulu,HI,"96814",,
194152,Pacific University College of Optometry Residency in Cornea and Contact Lens,2043 College Way,Forest Grove,OR,"97116",,
201247,Pacific University College of Optometry Residency in Vision Therapy/Rehabilitation and Pediatric Optometry,2043 College Way,Forest Grove,OR,"97116",,
222503,Pacific University Psychology Internship,"511 SW 10th, Suite 400",Portland,OR,"97205",,
194806,Packard Children's Hospital at Stanford,650 Clark Way,Palo Alto,CA,"94304",,
206303,Palmetto Health,Taylor at Marion Street,Columbia,SC,"29220-0001",,
206303,Palmetto Health,Taylor at Marion Street,Columbia,SC,"29220-0001",,
209746,Palmetto Richland Memorial Hospital Dental Department General Practice Residency 12 Months,5 Richland Medical Park,Columbia,SC,"29203",,
183406,Paradise Valley Unified School District,20621 North 32nd Street,Phoenix,AZ,"85050",www.pvuse.k12.az.us,
195605,"Park Center, Inc.",909 East State Boulevard,Fort Wayne,IN,"46805",,
206312,Parkland Health & Hospital System,5201 Harry Hines Blvd,Dallas,TX,"75235-7708",,
206312,Parkland Health & Hospital System,5201 Harry Hines Blvd,Dallas,TX,"75235-7708",,
216296,Partners HealthCare System,"55 Fruit Street,  Founders 625G",Boston,MA,"02114",,
217518,Partners in CPE:  Mercy Community Health and Saint Francis Hospital & Medical Center,114 Woodland Street,Hartford,CT,"06105-1299",,
192916,Pasco County Health Department,10841 Little Road,New Port Richey,FL,"34654-2533",,
192925,Patton State Hospital,3102 East Highland Avenue,Patton,CA,"92369",,
192925,Patton State Hospital,3102 East Highland Avenue,Patton,CA,"92369",,
231040,Peace Health St. Joseph Hospital,2901 Squalicum Pkwy,Bellingham,WA,"98225",,
129792,Peconic Bay Medical Center,1300 Roanoke Ave.,Riverhead,NY,"11901",,
209010,Peninsula Hospital Center Dental General Practice Residency 12 Months,5115 Beach Channel Drive,Far Rockaway,NY,"11691",,
105899,Peninsula Medical Center/Mills-Peninsula Health Services,1501 Trousdale Drive,Burlingame,CA,"94010",,
206321,Penn Foundation,"807 Lawn Ave, PO Box 32",Sellersville,PA,"18960-1549",,
197708,Pennsylvania Hospital,245 South 8th St.,Philadelphia,PA,"19107",,
222512,Pennsylvania State University Psychology Internship,501 Student Health Center,University Park,PA,"16802",,
211954,Penobscot Community Health Center - Dental Service General Practice Residency 12 Months,1048 Union Street,Bangor,ME,"04401",,
192934,Penrose-St. Francis Health Services,P.O. Box 7021,Colorado Springs,CO,"80933",,
235103,Petersburg Federal Correctional Complex,P.O. Box 90026,Petersburg,VA,"23804",,
235103,Petersburg Federal Correctional Complex,P.O. Box 90026,Petersburg,VA,"23804",,
231527,Philadelphia VA Medical Center,3900 Woodland Ave,Philadelphia,PA,"19104",www.philadelphia.va.gov,
231527,Philadelphia VA Medical Center,3900 Woodland Ave,Philadelphia,PA,"19104",www.philadelphia.va.gov,
231527,Philadelphia VA Medical Center,3900 Woodland Ave,Philadelphia,PA,"19104",www.philadelphia.va.gov,
197717,Philhaven Hospital,283 South Butler Road,Mount Gretna,PA,,,
206330,Phoebe Ministries,1925 W Turner St,Allentown,PA,"18104-5551",,
206330,Phoebe Ministries,1925 W Turner St,Allentown,PA,"18104-5551",,
206330,Phoebe Ministries,1925 W Turner St,Allentown,PA,"18104-5551",,
213792,Phoenix Children's Hospital,1919 East Thomas Road,Phoenix,AZ,"80516",,
194639,Phoenix VA Health Care System,650 E. Indian School Road,Phoenix,AZ,"85012-1892",,
197416,Pilgrim Psychiatric Center,998 Crooked Hill Road,West Brentwood,NY,"11717-1087",,
196237,Pine Grove Behavioral Health and Addiction Services,1 Lincoln Parkway Suite 201,Hattiesburg,MS,"39402",www.pinegrovetreatment.com/internship-overview.html,
196033,Pine Rest Christian Mental Health Services,300 68th Street SE,Grand Rapids,MI,"49548",,
207041,Pine Rest Christian Mental Health Services,"300 68th St SE, PO Box 165",Grand Rapids,MI,"49501-0165",,
207041,Pine Rest Christian Mental Health Services,"300 68th St SE, PO Box 165",Grand Rapids,MI,"49501-0165",,
206358,Pitt County Memorial Hospital,"PO Box 6028, 2100 Stantonsburg Rd",Greenville,NC,"27835-6028",,
232274,POLYTECH Adult Education,"823 Walnut Shade Road, P.O. Box 102",Woodside,DE,"19980",,
181950,Port Huron Hospital,1221 Pine Grove Ave.,Port Huron,MI,"48060",www.porthuronhospital.org,
193946,Portland VA Medical Center,3710 SW US Veterans Hospital Road,Portland,OR,"97239",www.portland.va.gov,
193946,Portland VA Medical Center,3710 SW US Veterans Hospital Road,Portland,OR,"97239",www.portland.va.gov,
193946,Portland VA Medical Center,3710 SW US Veterans Hospital Road,Portland,OR,"97239",www.portland.va.gov,
193946,Portland VA Medical Center,3710 SW US Veterans Hospital Road,Portland,OR,"97239",www.portland.va.gov,
193946,Portland VA Medical Center,3710 SW US Veterans Hospital Road,Portland,OR,"97239",www.portland.va.gov,
224013,Portland VA Medical Center Psychology Internship,P.O. Box 1034,Portland,OR,"97207",,
206367,Presbyterian Healthcare Services,PO Box 26666,Albuquerque,NM,"87125-6666",,
134042,Presbyterian Healthcare System,"200 Hawthorne Lane, P.O. Box 33549",Charlotte,NC,"28233-3549",,
134033,Presbyterian Hospital,1901 E Fifth St,Charlotte,NC,"28233",www.presbyterian.org/son,
192952,Presbyterian Hospital of Dallas,8200 Walnut Hill Lane,Dallas,TX,"75231-4402",,
197124,Primary Children's Medical Center,"5770 S. 1500 W., Building C",Salt Lake City,UT,,,
197124,Primary Children's Medical Center,"5770 S. 1500 W., Building C",Salt Lake City,UT,,,
227605,Princeton House,905 Herrontown Road,Princeton,NJ,"08540",,
233930,Priority Nutrition Care,PO Box 148,Hingham,MA,"02043",,
217794,Providence Alaska Medical Center,PO Box 196604,Anchorage,AK,"99519-6604",,
217475,Providence Health & Services,501 South Buena Vista Street,Burbank,CA,"91505",,
159674,Providence Hospital and Medical Centers,16001 West Nine Mile Road,Southfield,MI,"48037",www.stjohn.org,
194842,Providence Saint John's Health Center,1339 20th Street,Santa Monica,CA,"90404",,
206376,Providence St Peter Hospital,413 Lilly Rd NE,Olympia,WA,"98506-5166",,
213729,Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease,623 Atwells Ave.,Providence,RI,"02909",,
206385,Providence/Portland Medical Center,4805 NE Glisan St,Portland,OR,"97213-2933",,
176381,Public Health Foundation,12781 Schabarum Avenue,Irwindale,CA,"91706-6802",www.phfewic.org,
209038,Queen's Medical Center - Dentistry Department General Practice Residency 12 Months,1301 Punchbowl Street,Honolulu,HI,"96813",,
209029,Queens Hospital Center Dental General Practice Residency 12 Months,82-68 164th Street,Jamaica,NY,"11432",,
207908,Rady Children's Hospital,3020 Children's Way,San Diego,CA,"92123",,
209339,Ralph H. Johnson VA Medical Center,109 Bee Street,Charleston,SC,"29401-5799",www.charleston.va.gov,
209339,Ralph H. Johnson VA Medical Center,109 Bee Street,Charleston,SC,"29401-5799",www.charleston.va.gov,
202295,"RAMS, Inc.",3626 Balboa Street,San Francisco,CA,"94121",,
209047,Rancho Los Amigos Medical Center Dental General Practice Residency 12 Months,7601 East Imperial Highway,Downey,CA,"90242",,
142957,Rapid City Regional Hospital,"353 Fairmont Blvd, PO Box 6000",Rapid City,SD,"57709-6000",,
